Longitude,Latitude,is_population,population_in_25_km_radius,population_in_50_km_radius,population_in_75_km_radius
76.342393,9.866882,true,3.327457e6,8.077106e6,1.221705e7
8.53,53.88,true,72700.7421875,521247.125,1.21678375e6
108.3,23.6,true,296984.3125,1.414869875e6,2.98623825e6
81.188467,7.566823,true,180868.8125,736038.875,3.808201e6
81.08,6.25,true,394211.0625,1.026646375e6,2.6639755e6
-81.47,31.1,true,80994.9375,168294.4375,339593.375
-80.67,28.58,true,178320.421875,525183.625,2.4215845e6
-79.33,33.17,true,19509.712890625,74766.671875,695727.375
1.74411,52.462507,true,238907.46875,734596.1875,1.364362125e6
1.738441,52.601145,true,257016.625,725493.5,1.22453725e6
100.0,4.0,true,1.8164780139923096,1.81647789478302,31180.12890625
79.25,9.5,true,73889.34375,696347.875,1.699086e6
85.418015,19.775105,true,537400.375,2.643788e6,6.533597e6
-87.92,13.18,true,103397.3828125,490713.15625,1.309536875e6
11.85,45.73,true,734918.5,3.14235675e6,4.8216805e6
178.457,-18.144,true,329139.96875,385383.875,423753.84375
4.5,43.5,true,68997.8125,925532.5,2.7274925e6
108.8076,23.7248,true,373550.5,1.54035225e6,3.4403485e6
8.74816,5.580067,true,17988.439453125,336427.75,1.36149e6
-0.6548889,53.5941389,true,421089.4375,2.2068975e6,5.7306455e6
-90.85,29.38,true,18351.5703125,179619.046875,275791.90625
-43.695556,-22.968889,true,1.7334315e6,9.294632e6,1.3316971e7
99.835438,6.467602,true,107612.453125,522107.625,1.33710525e6
93.991157,19.391839,true,74365.8828125,378258.65625,625819.0
98.565921,9.566958,true,57858.84765625,375186.3125,665773.125
100.64567,4.676744,true,245320.390625,1.10094275e6,2.4673325e6
80.990543,8.893947,true,73425.015625,363259.4375,853758.375
88.195447,21.676063,true,853922.125,3.0931995e6,8.859316e6
96.211389,5.205313,true,250896.65625,631000.875,1.021404625e6
90.3563,23.685,true,1.9381448e7,3.099442e7,4.4619392e7
79.83,7.22,true,1.481149e6,5.872896e6,8.683825e6
103.62,10.57,true,199163.84375,293812.1875,580521.5
-9.669779,30.075873,true,190467.15625,1.7600235e6,2.2143965e6
-77.5,18.25,true,272042.03125,1.028494875e6,1.98945475e6
100.68,4.82,true,350120.1875,1.1535305e6,3.41456525e6
105.15,8.95,true,533816.6875,1.421689375e6,2.20708525e6
-61.1,10.6,true,207700.296875,1.056452875e6,1.43215075e6
68.267781,26.106303,true,1.12738025e6,2.82345075e6,5.263258e6
68.011653,23.988299,true,7902.1787109375,373384.5,918235.75
55.066667,26.866667,true,7028.92578125,69867.546875,153301.90625
78.656891,11.127123,true,724806.0,4.1987765e6,9.235848e6
138.59863,-34.92866,true,1.15657675e6,1.4066555e6,1.50265725e6
119.9278,12.158619,true,41509.04296875,118850.984375,131872.609375
-41.0505,-21.63733,true,66000.1484375,566559.125,751862.875
86.727,20.435,true,830211.625,2.9799435e6,6.4590925e6
85.34,19.74,true,523671.0,2.2146175e6,6.05566e6
3.0,42.68,true,403353.375,615439.0625,1.00664675e6
119.868,16.287,true,340199.125,585461.625,2.973035e6
17.1,58.67,true,63115.9921875,130737.3828125,546406.875
139.55,-36.033333,true,118.80502319335938,2315.03466796875,4931.619140625
-1.46708,52.56438,true,1.600983875e6,6.296462e6,9.368036e6
102.221389,12.454722,true,295334.28125,671429.0625,1.3259465e6
90.037766,21.884576,true,430685.84375,1.4981635e6,3.6506695e6
89.935375,21.987739,true,393917.96875,1.79303125e6,4.4805725e6
90.148073,21.80898,true,293780.40625,1.2198835e6,3.2176415e6
91.712179,22.488169,true,5.40735e6,7.969944e6,1.3237562e7
91.507598,22.710747,true,1.156215e6,8.0130305e6,1.6772093e7
90.636177,21.937301,true,311293.0625,1.733039125e6,4.674144e6
91.12438,22.144656,true,487553.96875,1.63102825e6,6.3869225e6
-149.833333,-17.533333,true,51575.18359375,191141.765625,226122.078125
-4.666667,51.166667,true,1392.006103515625,152374.53125,651347.625
33.84567,27.244073,true,207587.828125,228093.84375,271978.0625
-77.112,17.694,true,56398.02734375,1.163614e6,1.9341305e6
120.0,-5.0,true,199982.328125,1.08807025e6,5.0251855e6
-75.2479,39.1202,true,61847.28125,514622.5625,1.596034e6
118.63592,9.506897,true,77728.484375,379905.21875,460832.1875
124.1671,10.2004,true,544818.25,3.85715875e6,5.8434025e6
-71.0,-34.0,true,55198.9375,1.34949875e6,7.6210885e6
4.659819,43.35399,true,29262.08203125,549351.875,3.1179015e6
-160.0,21.0,true,0.0,0.0,0.0
-63.069228,18.017626,true,89793.9140625,104439.953125,113837.9375
79.833333,6.916667,true,3.5804445e6,6.303465e6,8.560824e6
110.33,1.55,true,886278.5,1.0210904375e6,1.1680205e6
143.218889,-34.728611,true,409.23193359375,7190.83544921875,18206.146484375
138.92,-34.7,true,225829.6875,1.217573375e6,1.4500035e6
-6.27,34.85,true,215492.515625,1.081070125e6,2.460568e6
-81.631667,28.133333,true,412859.96875,1.7581705e6,3.853706e6
-82.756,28.1191,true,947491.25,2.649316e6,3.518422e6
-80.597,28.0387,true,346935.5625,635209.75,991237.125
-121.8398,36.8994,true,310772.34375,1.7781795e6,3.005824e6
-75.8738,36.555,true,25455.93359375,840203.125,1.428476375e6
-4.0,57.0,true,7494.5234375,32994.0859375,289017.5625
-3.6554167,53.9253056,true,0.0,374028.75,2.2765525e6
-1.4559167,50.8202222,true,1.0153754375e6,2.36548225e6,3.6853095e6
-83.57231,8.87067,true,23689.830078125,127125.546875,325157.875
43.2333,-22.0667,true,3756.96240234375,38313.51953125,198356.5
99.374391,10.551738,true,153872.84375,339923.53125,587341.1875
101.033333,15.35,true,141146.21875,551287.9375,1.63206175e6
100.08495,13.037758,true,267052.34375,616054.75,2.32321925e6
-91.55,18.62,true,53502.79296875,226743.5,301178.1875
103.17,1.65,true,156908.15625,1.048990875e6,4.678259e6
103.06,11.28,true,6877.1806640625,58605.28125,115315.0
103.017,11.417,true,31716.90234375,68004.2890625,112490.234375
103.06,11.47,true,36867.609375,70533.34375,114775.96875
10.246916,56.562151,true,129848.0078125,655408.1875,1.233343e6
123.764935,9.543896,true,264482.4375,983044.8125,2.6232425e6
123.931307,10.260535,true,2.932268e6,4.390668e6,6.111437e6
120.923848,13.75722,true,1.08465175e6,3.665812e6,1.0914036e7
102.75283,5.89447,true,41600.44140625,402086.5,1.6701575e6
76.5999976,8.9833294,true,3.34009e6,6.4231995e6,1.1894305e7
39.900278,-7.751944,true,25151.48046875,57445.515625,88881.671875
53.75,36.8833,true,74034.5703125,535942.5,1.8276485e6
160.44635,-9.718747,true,28696.392578125,87374.765625,233121.03125
-60.817,11.183,true,63924.94921875,74372.1484375,138009.734375
-61.08,13.866,true,156716.75,179237.0,271210.0
7.44084,4.53231,true,1.6757495e6,4.427286e6,1.1838404e7
6.313792,4.800742,true,962455.625,2.93206825e6,6.413562e6
6.312545,4.57235,true,349663.25,2.1023465e6,4.6131915e6
119.49,16.21,true,0.0,237687.28125,559871.625
100.73333,4.8499999,true,402812.25,1.45384375e6,3.4198645e6
124.65202,10.534433,true,170801.171875,939681.4375,2.61535225e6
66.271905,25.558805,true,1188.7044677734375,84776.015625,187428.90625
79.8283,8.0362,true,279722.4375,750279.125,2.027105625e6
-112.0,28.0,true,0.0,0.0,1534.377685546875
