clsid,length,longitude,latitude,wetland_type,erosion_type,id_citycluster,id_river,id_floodplain,id_nonopencoast,id_nextcoast,id_gadm1,id_island
"10177",0.294597059488297,-5.18791666666667,58.2508333333333,"-9999","-9999","-9999","-9999","-9999","70","70","1082","70"
"10178",0.432366788387299,-5.18416666666667,58.2516666666667,"-9999","-9999","-9999","-9999","-9999","70","-1","1082","70"
"10179",0.888988137245178,-5.17666666666667,58.2458333333333,"-9999","-9999","-9999","-9999","189","70","70","1082","70"
"1018",0.564360678195953,-3.14416666666667,58.8041666666667,"-9999","-9999","-9999","-9999","-9999","64","65","1082","65"
"10180",0.465872168540955,-5.175,58.2395833333333,"-9999","-9999","-9999","-9999","-9999","70","70","1082","70"
"10181",0.893813967704773,-5.16583333333333,58.2358333333333,"-9999","-9999","-9999","-9999","-9999","70","-1","1082","70"
"10182",0.931751072406769,-5.17,58.24,"-9999","-9999","-9999","-9999","-9999","70","70","1082","70"
"10183",0.261783838272095,-5.17041666666667,58.2433333333333,"-9999","-9999","-9999","-9999","-9999","-1","70","1082","70"
"10184",0.638196468353271,-5.17166666666667,58.2466666666667,"-9999","-9999","-9999","-9999","-9999","70","70","1082","70"
"10185",1.00940883159637,-5.1675,58.2541666666667,"-9999","-9999","-9999","-9999","-9999","-1","-1","1082","70"
"10186",1.09169542789459,-5.16083333333333,58.2583333333333,"-9999","-9999","-9999","-9999","-9999","70","70","1082","70"
"10187",0.316074162721634,-5.15333333333333,58.2525,"-9999","-9999","-9999","-9999","-9999","104","-1","1082","70"
"10188",0.761499345302582,-5.14583333333333,58.2566666666667,"-9999","-9999","-9999","-9999","-9999","-1","-1","1082","70"
"10189",0.306192189455032,-5.14041666666667,58.26,"-9999","-9999","-9999","-9999","-9999","104","-1","1082","70"
"1019",0.510208249092102,-3.14,58.79875,"-9999","-9999","-9999","-9999","-9999","66","65","1082","65"
"10190",0.724887490272522,-5.135,58.26,"-9999","-9999","-9999","-9999","-9999","70","70","1082","70"
"10191",0.306829631328583,-5.12708333333333,58.2575,"-9999","-9999","-9999","-9999","186","70","-1","1082","70"
"10192",0.277987331151962,-5.12708333333333,58.26,"-9999","-9999","-9999","-9999","186","70","70","1082","70"
"10193",1.69740676879883,-5.13,58.2658333333333,"-9999","-9999","-9999","-9999","-9999","70","70","1082","70"
"10194",0.30615571141243,-5.11958333333333,58.265,"-9999","-9999","-9999","-9999","-9999","70","-1","1082","70"
"10195",0.473182588815689,-5.11666666666667,58.2658333333333,"-9999","0","-9999","-9999","180","70","-1","1082","70"
