name,country,lon,lat
AMAZON.COM INC.,GB,52.2659794,-1.1866723
AMAZON.COM INC.,GB,51.6244725,-3.8640838
AMAZON.COM INC.,GB,56.0636367,-3.3909211
BASF SE,GB,53.225969,-2.246478
BASF SE,GB,53.082846,-1.365068
BASF SE,GB,53.754369,-1.76502
BASF SE,GB,52.300094,-1.931798
BASF SE,GB,52.166892,1.051537
BASF SE,GB,50.8222,-0.54399
BASF SE,GB,53.471419,-2.244834
SAFRAN,GB,52.8874900590487,-1.46704068966287
SAFRAN,GB,52.357501,-2.2410522
SAFRAN,GB,53.8020491,-2.2181762
SAFRAN,GB,51.8978542661946,-2.17451314527684
